Группы товара;Артикул;Наименование товара;;;Ед. измер.;Цена для корпоративных клиентов;Штук в упаковке;Вес;Штрих-код;;
;70081207;Monge VetSolution Dog Cardiac диета для собак Кардик  2 кг;;;шт.;1 120,00;6;2,05;8009470081207;;
;70081214;Monge VetSolution Dog Cardiac диета для собак Кардик 12 кг;;;шт.;4 720,00;1;12,3;8009470081214;;
;70081016;Monge VetSolution Dog Dermatosis диета для собак Дерматозис 12 кг;;;шт.;4 720,00;1;12,3;8009470081016;;
;70081009;Monge VetSolution Dog Dermatosis диета для собак Дерматозис 2 кг;;;шт.;1 120,00;6;2,05;8009470081009;;
;70081276;Monge VetSolution Dog Diabetic диета для собак Диабетик  2 кг;;;шт.;1 120,00;6;2,05;8009470081276;;
;70081283;Monge VetSolution Dog Diabetic диета для собак Диабетик 12 кг;;;шт.;4 720,00;1;12,3;8009470081283;;
;70081054;Monge VetSolution Dog Gastrointestinal диета для собак Интестинал 12 кг;;;шт.;4 720,00;1;12,3;8009470081054;;
;70081047;Monge VetSolution Dog Gastrointestinal диета для собак Интестинал 2 кг;;;шт.;1 120,00;6;2,05;8009470081047;;
;70081092;Monge VetSolution Dog Gastrointestinal диета для щенков Интестинал 1 кг;;;шт.;580,00;10;1,022;8009470081092;;
;70081108;Monge VetSolution Dog Gastrointestinal диета для щенков Интестинал 5 кг;;;шт.;2 355,00;1;5,06;8009470081108;;
;70081184;Monge VetSolution Dog Hepatic диета для собак Гепатик 12 кг;;;шт.;4 720,00;1;12,3;8009470081184;;
;70081177;Monge VetSolution Dog Hepatic диета для собак Гепатик 2 кг;;;шт.;1 120,00;6;2,05;8009470081177;;
;70081306;Monge VetSolution Dog Joint Mobility диета для собак Джоинт Мобилити  2 кг;;;шт.;1 120,00;6;2,05;8009470081306;;
;70081313;Monge VetSolution Dog Joint Mobility диета для собак Джоинт Мобилити 12 кг;;;шт.;4 720,00;1;12,3;8009470081313;;
;70081238;Monge VetSolution Dog Obesity диета для собак Обесити  2 кг;;;шт.;1 120,00;6;2,05;8009470081238;;
;70081245;Monge VetSolution Dog Obesity диета для собак Обесити 12 кг;;;шт.;4 720,00;1;12,3;8009470081245;;
;70081146;Monge VetSolution Dog Renal диета для собак Ренал 12 кг;;;шт.;4 720,00;1;12,3;8009470081146;;
;70081139;Monge VetSolution Dog Renal диета для собак Ренал 2 кг;;;шт.;1 120,00;6;2,05;8009470081139;;
   MOSER/WAHL;;;;;;;;;;;
      АКСЕССУАРЫ;;;;;;;;;;;
;0093-6350;Wahl Logo Aprons pocket фартук с лапами (с розовыми лапками);;;шт.;857,58;1;0,712;4015110019923 ;;
;0093-6280;Wahl Paw print bag сумка с лапами 39x25x27,5 см (с красными лапками);;;шт.;1 204,47;1;0,712;4015110022381 ;;
      ГРИНДЕР И КОГТЕРЕЗЫ;;;;;;;;;;;
;2302-0050;Moser гриндер для животных Nail Grinder;;;шт.;2 050,40;1;0,325;4015110018162 ;;
      МАШИНКИ И ТРИММЕРЫ С АККУМУЛЯТОРНЫМ И КОМБИНИРОВАННЫМ ПИТАНИЕМ;;;;;;;;;;;
;1854-0086;Moser машинка аккумуляторная для стрижки со съемным ножом Arco;;;шт.;9 394,29;1;;4015110016441 ;;
;1556-0062;Moser триммер аккумуляторный для стрижки со съемным ножом Akku;;;шт.;5 834,16;6;0,624;4015110006626;;
;1876-0481;Wahl машинка аккумуляторная экстра-легкая для стрижки Creativa с сумочкой;;;шт.;12 971,04;1;1,593;5996415030648 ;;
;1870-0473;Wahl машинка для стрижки с комбинированным питанием Bravura Lithium;;;шт.;11 589,23;6;1,135;5996415031720 ;;
;1565-0473;Wahl триммер для стрижки с комбинированным питанием Mini ARCO;;;шт.;5 696,58;1;0,596;4015110015062;;
;9966-2426;Wahl триммер на батарейках Pocket Pro;;;шт.;846,92;12;0,164;4015110009344;;
      МАШИНКИ И ТРИММЕРЫ СЕТЕВЫЕ;;;;;;;;;;;
;1245-0070;Moser машинка для стрижки 2 скорости со съемным ножом Max 45;;;шт.;10 096,67;6;0,845;4015110016953 ;;
;1400-0075;Moser машинка для стрижки с ножом на винтах 1400;;;шт.;3 336,30;12;0,882;4015110016434;;
;1170-0061;Moser машинка для стрижки с ножом на винтах Fox;;;шт.;3 731,37;1;0,56;4015110016373;;
;1230-0078;Moser машинка для стрижки с ножом на винтах Rex;;;шт.;5 507,31;6;0,882;4015110016397 ;;
;1250-0052;Moser машинка для стрижки со съемным ножом Max 50;;;шт.;13 432,97;6;0,845;4015110016427 ;;
;1250-0058;Moser машинка для стрижки со съемным ножом Max 50 + Moser гриндер Nail Grinder;;;шт.;13 432,97;1;1,374;4015110023012;;
;1233-0063;Moser машинка для стрижки со съемным ножом Rex Adjustable;;;шт.;6 496,99;6;0,795;4015110009603;;
;1411-0062;Moser триммер черный с лапками Rex Mini;;;шт.;2 677,81;20;0,368;4015110015642 ;;
;1261-0470;Wahl машинка для стрижки 2 скорости со съемным ножом КМ 10;;;шт.;17 740,45;1;1,361;5996415019858;;
;1260-0470;Wahl машинка для стрижки 2 скорости со съемным ножом КМ 5;;;шт.;13 639,64;1;1,392;5996415019841;;
      НОЖИ;;;;;;;;;;;
;1230-7710;Moser ножевой блок для машинки Rex с мелкими зубцами (высота 0,1-3 мм, ширина 46 мм, шаг 1,6 мм);;;шт.;1 984,51;1;0,066;4015110004233;;
;1401-7600;Moser ножевой блок на винтах для машинки Moser 1400 (высота 0,1-3 мм, ширина 46 мм, шаг 1,6 мм);;;шт.;1 366,51;12;0,054;4015110004134;;
;1411-7000;Moser ножевой блок на винтах стандарт для машинки Moser Rex Mini (высота 0,1 мм);;;шт.;1 297,68;12;0,022;4015110012146 ;;
;1245-7940;Moser ножевой блок съемный 10F для машинки Moser Max 45 (высота 2 мм, ширина 49 мм, шаг 1,63 мм);;;шт.;2 364,50;12;0,078;4015110004110;;
;1245-7320;Moser ножевой блок съемный 30 F для машинки Moser Max 45 (высота 1,0 мм, ширина 49 мм, шаг 1,63 мм);;;шт.;2 364,50;1;0,077;4015110003281;;
;1245-7310;Moser ножевой блок съемный 40F для машинки Moser Max 45 (высота 1/10 мм, ширина 49 мм, шаг 1,20 мм);;;шт.;2 289,94;12;0,07;4015110003274 ;;
;1225-5880;Moser ножевой блок съемный 4F для машинки Moser Max 45  (высота  9 мм, ширина 47 мм, шаг 3,06 мм);;;шт.;4 197,02;12;0,091;4015110001973 ;;
;1245-7300;Moser ножевой блок съемный 50F для машинки Moser Max 45 (высота 1/20 мм, ширина 49 мм, шаг 1 мм);;;шт.;2 289,94;12;0,07;4015110003267;;
;1245-7360;Moser ножевой блок съемный 7F для машинки Moser Max 45 (высота 5 мм, №7F, ширина 49 мм, шаг 3,06 мм);;;шт.;2 976,77;12;0,08;4015110003328;;
;1245-7931;Moser ножевой блок съемный 8,5 F для машинки Moser Max 45 (высота 3,0 мм, ширина 49 мм, шаг 2,4 мм);;;шт.;2 364,50;12;0,079;4015110004127 ;;
;1245-7340;Moser ножевой блок съемный 9 F для машинки Moser Max 45 (высота 2,5 мм, ширина 49 мм, шаг 2,4 мм);;;шт.;2 364,50;12;0,082;4015110003304 ;;
;1225-5870;Moser ножевой блок съемный для машинки Moser Max 45 (высота 7 мм,  ширина 47 мм, шаг 3,06 мм);;;шт.;3 966,17;12;0,089;4015110001966 ;;
;1233-7030;Moser ножевой блок съемный стандарт для машинки Moser Rex Adjustable (высота 0,7 мм, ширина 46 мм, шаг 1,6 мм);;;шт.;2 563,80;12;0,088;4015110008996;;
;1854-7547;Wahl ножевой блок для выстригания колтунов Wahl 2-in-1;;;шт.;3 969,03;1;0,072;4015110002482;;
;1854-7351;"Wahl ножевой блок для машинки Wahl Bravura Lithium ""Coarse"" (высота 0,7-3 мм, ширина 46 мм, шаг 2 мм) стандарт";;;шт.;2 663,35;12;0,068;4015110001423;;
;1854-7505;"Wahl ножевой блок для машинки Wahl Bravura Lithium ""Magic Blade"" (высота 0,7-3 мм, ширина 46 мм, шаг 1,6 мм) с част.зуб";;;шт.;2 663,35;12;0,068;4015110001362;;
      ФЕНЫ;;;;;;;;;;;
;4331-0050;Moser фен профессиональный Edition Pro 2100 Вт;;;шт.;4 177,55;12;1,048;4015110013082 ;;
;4360-0050;Moser фен профессиональный Protect черный 1500 Вт;;;шт.;2 429,71;12;1,048;4015110009405;;
;4340-0470;Wahl фен профессиональный Wahl Super Dry черный 2000 Вт;;;шт.;2 527,85;12;1,048;4015110009207;;
      ШАМПУНИ И КОНДИЦИОНЕРЫ;;;;;;;;;;;
;2999-7551;Wahl Aloe Soothe концентрированный шампунь для животных с алое  500 мл;;;шт.;733,18;6;0,572;4015110014720;;
;2999-7501;Wahl Aloe Soothe концентрированный шампунь для животных с алое 5 л;;;шт.;3 665,94;4;5,402;4015110014737 ;;
;2999-7510;Wahl Deep Black концентрированный шампунь для животных темных окрасов  500 мл;;;шт.;733,18;6;0,572;4015110012498 ;;
;2999-7560;Wahl Deep Black концентрированный шампунь для животных темных окрасов 5 л;;;шт.;3 665,94;4;5,402;4015110012542 ;;
;2999-7520;Wahl Diamond White концентрированный шампунь для животных светлых окрасов  500 мл;;;шт.;733,18;6;0,572;4015110012504 ;;
;2999-7570;Wahl Diamond White концентрированный шампунь для животных светлых окрасов 5 л;;;шт.;3 665,94;4;5,402;4015110012559 ;;
;2999-7540;Wahl Dirty Beastie концентрированный суперочищающий шампунь для мелких животных  500 мл;;;шт.;733,18;6;0,572;4015110012528 ;;
;2999-7580;Wahl Dirty Beastie концентрированный суперочищающий шампунь для мелких животных 5 л;;;шт.;3 665,94;4;5,402;4015110012566 ;;
;2999-7530;Wahl Easy Groom концентрированный кондиционер  500 мл;;;шт.;733,18;6;0,572;4015110012511 ;;
;2999-7590;Wahl Easy Groom концентрированный кондиционер 5 л;;;шт.;3 665,94;4;5,402;4015110012573 ;;
   MPS;;;;;;;;;;;
      МИСКИ;;;;;;;;;;;
;S10080400;MPS миска LUNA L 1 л;;;шт.;174,93;24;0,177;8022967057455;;
;S10080300;MPS миска LUNA M 600 мл;;;шт.;144,67;24;0,12;8022967057448;;
;S10080200;MPS миска LUNA S 300 мл;;;шт.;119,68;24;0,075;8022967057431;;
;S10050200;MPS миска MAYA Dispenser для воды 1,5 л;;;шт.;303,31;3;0,22;8022967032025;;
;S10050100;MPS миска MAYA Dispenser для воды 500 мл;;;шт.;211,01;6;0,086;8022967049184;;
;S10040100;MPS миска MAYA Dispenser для корма 200 г;;;шт.;211,01;6;0,086;8022967049177;;
;S10040200;MPS миска MAYA Dispenser для корма 750 г;;;шт.;303,31;3;0,22;8022967032018;;
;S10030200;MPS миска MAYA Double M двойная 2x300 мл;;;шт.;92,54;24;0,094;8022967018777;;
;S10030100;MPS миска MAYA Double S двойная 2x150 мл;;;шт.;80,87;24;0,055;8022967022514;;
;S10010400;MPS миска MAYA L 1 л;;;шт.;161,15;24;0,177;8022967012775;;
;S10010300;MPS миска MAYA M 600 мл;;;шт.;137,53;24;0,12;8022967012782;;
;S10010200;MPS миска MAYA S 300 мл;;;шт.;110,37;24;0,075;8022967012799;;
;S10020200;MPS миска MAYA S 300 мл эконом. вариант;;;шт.;86,82;24;0,075;8022967022927;;
;S10010100;MPS миска MAYA S low 200 мл низкая;;;шт.;98,68;42;0,063;8022967025690;;
